grade,eta,eta_in_window,vf,rho_g_cc,E_mt_mpa,E_hs_lo,E_hs_hi,meets_target
S60,0.9140907996334218,True,0.38,0.9596,4309.291667353379,4309.291667353379,4556.710289643875,True
S60,0.9140907996334218,True,0.39,0.9538000000000001,4350.556549349662,4350.556549349662,4602.343020927129,True
S60,0.9140907996334218,True,0.4,0.9480000000000001,4392.243721729677,4392.243721729677,4648.248025163612,True
S60,0.9140907996334218,True,0.41,0.9422000000000001,4434.359839360798,4434.359839360798,4694.4280884780155,True
S60,0.9140907996334218,True,0.42,0.9364000000000001,4476.911697053652,4476.911697053652,4740.886031969398,True
S60,0.9140907996334218,True,0.43,0.9306000000000002,4519.906233263544,4519.906233263544,4787.624712293805,True
S60,0.9140907996334218,True,0.44,0.9248000000000002,4563.350533909962,4563.350533909962,4834.6470222581775,True
S60,0.9140907996334218,True,0.45,0.9190000000000002,4607.25183631859,4607.25183631859,4881.955891425782,True
S60,0.9140907996334218,True,0.46,0.9132000000000001,4651.617533290439,4651.617533290439,4929.5542867334025,True
S60,0.9140907996334218,True,0.47,0.9074000000000001,4696.455177302874,4696.455177302874,4977.445213120632,True
S60,0.9140907996334218,True,0.48,0.9016000000000002,4741.772484847593,4741.772484847593,5025.631714171481,True
S60,0.9140907996334218,True,0.49,0.8958000000000002,4787.577340910774,4787.577340910774,5074.116872768648,True
S60,0.9140907996334218,True,0.5,0.8900000000000001,4833.877803600851,4833.877803600851,5122.903811760706,True
S60,0.9140907996334218,True,0.51,0.8842000000000001,4880.682108929642,4880.682108929642,5171.995694642533,True
S60,0.9140907996334218,True,0.52,0.8784000000000001,4927.998675752785,4927.998675752785,5221.395726249289,True
S60,0.9140907996334218,True,0.53,0.8726000000000002,4975.8361108756835,4975.8361108756835,5271.107153464274,True
S60,0.9140907996334218,True,0.54,0.8668000000000001,5024.203214331531,5024.203214331531,5321.133265940999,True
S60,0.9140907996334218,True,0.55,0.8610000000000001,5073.108984838142,5073.108984838142,5371.477396839761,True
S60,0.9140907996334218,True,0.56,0.8552000000000001,5122.562625440745,5122.562625440745,5422.142923579166,True
S60,0.9140907996334218,True,0.57,0.8494000000000002,5172.573549348169,5172.573549348169,5473.133268602844,True
S60,0.9140907996334218,True,0.58,0.8436000000000001,5223.151385970192,5223.151385970192,5524.4519001618255,True
S60,0.9140907996334218,True,0.59,0.8378000000000001,5274.305987164174,5274.305987164174,5576.102333112892,True
S60,0.9140907996334218,True,0.6,0.8320000000000001,5326.047433699519,5326.047433699519,5628.0881297333,True
